,Drug_bank_ID,Drug_name,Generic_names,Indications,Associated_condition,URL,Disease_Url,Disease_ID,Disease,Drug_application_number
98,DB09037,Keytruda#Lambrolizumab#Pembrolizumab,Pembrolizumab,"Pembrolizumab is indicated for the treatment of:
-Patients with unresectable or metastatic melanoma.Label 
-As a single therapy, pembrolizumab is indicated for first-line treatment of patients with metastatic non-small cell lung cancer whose tumors have high PD-L1 expression [(Tumor Proportion Score (TPS) ≥50%)] as determined by an FDA-approved test, with no EGFR or ALK genomic tumor aberrations.9
-As a single therapy, pembrolizumab is indicated for first-line treatment of patients with metastatic non-small cell lung cancer whose tumors express PD-L1 (TPS ≥1%) as determined by an FDA-approved test, with disease progression on or after platinum-containing chemotherapy. Patients with EGFR or ALK genomic tumor aberrations should have disease progression on FDA-approved therapy for these aberrations prior to treatment.9 
The following indications present the status of accelerated approval based on tumor response rate and durability of the response and thus, the approval of this indications are contingent upon verification and description of clinical benefit in confirmatory trials. 
-Patients with recurrent or metastatic cervical cancer with disease progression on or after chemotherapy whose tumors express PD-L1 (CPS > 1) as determined by an FDA-approved test.7
-In combination with pemetrexed and carboplatin, is indicated for the first-line treatment of patients with metastatic nonsquamous non-small cell lung cancer.9
-Patients with recurrent or metastatic head and neck squamous cell carcinoma with disease progression on or after platinum-containing chemotherapy.9
-Treatment of adults and pediatric patients with refractory classical Hodgkin lymphoma or who have relapsed after 3 or more prior lines of therapy.9
-Treatment of adult and pediatric patients with refractory primary mediastinal large B-cell lymphoma or who have relapsed after 2 or more prior lines of therapy.9
-Treatment of patients with locally advanced or metastatic urothelial carcinoma who are not eligible for cisplatin-containing chemotherapy.9
-Patients with locally advanced or metastatic urothelial carcinoma who have disease progression during or following platinum-containing chemotherapy.9
-Treatment of adult and pediatric patients with unresectable or metastatic microsatellite instability-high or mismatch repair deficient with solid tumors that have progressed following previous treatment and colorectal cancer that has progressed following treatment with fluoropyrimidine, oxaliplatin, and irinotecan.9
-Patients with recurrent locally advanced or metastatic gastric or gastroesophageal junction adenocarcinoma whose tumors express PD-L1 (CPS >1) as determined by an FDA-approved test, with disease progression on or after two or more prior lines of therapy including fluoropyrimidine- and platinum-containing chemotherapy and if appropriate, HER2/neu-targeted therapy.9
","Refractory, metastatic Non small cell lung cancer",https://go.drugbank.com//indications/DBCOND0025490,DBCOND0025490,DBCOND0025490,"Refractory, metastatic Non small cell lung cancer#Refractory, metastatic non small-cell lung cancer#Refractory, metastatic Non-small cell lung cancer",BLA125514
99,DB09037,Keytruda#Lambrolizumab#Pembrolizumab,Pembrolizumab,"Pembrolizumab is indicated for the treatment of:
-Patients with unresectable or metastatic melanoma.Label 
-As a single therapy, pembrolizumab is indicated for first-line treatment of patients with metastatic non-small cell lung cancer whose tumors have high PD-L1 expression [(Tumor Proportion Score (TPS) ≥50%)] as determined by an FDA-approved test, with no EGFR or ALK genomic tumor aberrations.9
-As a single therapy, pembrolizumab is indicated for first-line treatment of patients with metastatic non-small cell lung cancer whose tumors express PD-L1 (TPS ≥1%) as determined by an FDA-approved test, with disease progression on or after platinum-containing chemotherapy. Patients with EGFR or ALK genomic tumor aberrations should have disease progression on FDA-approved therapy for these aberrations prior to treatment.9 
The following indications present the status of accelerated approval based on tumor response rate and durability of the response and thus, the approval of this indications are contingent upon verification and description of clinical benefit in confirmatory trials. 
-Patients with recurrent or metastatic cervical cancer with disease progression on or after chemotherapy whose tumors express PD-L1 (CPS > 1) as determined by an FDA-approved test.7
-In combination with pemetrexed and carboplatin, is indicated for the first-line treatment of patients with metastatic nonsquamous non-small cell lung cancer.9
-Patients with recurrent or metastatic head and neck squamous cell carcinoma with disease progression on or after platinum-containing chemotherapy.9
-Treatment of adults and pediatric patients with refractory classical Hodgkin lymphoma or who have relapsed after 3 or more prior lines of therapy.9
-Treatment of adult and pediatric patients with refractory primary mediastinal large B-cell lymphoma or who have relapsed after 2 or more prior lines of therapy.9
-Treatment of patients with locally advanced or metastatic urothelial carcinoma who are not eligible for cisplatin-containing chemotherapy.9
-Patients with locally advanced or metastatic urothelial carcinoma who have disease progression during or following platinum-containing chemotherapy.9
-Treatment of adult and pediatric patients with unresectable or metastatic microsatellite instability-high or mismatch repair deficient with solid tumors that have progressed following previous treatment and colorectal cancer that has progressed following treatment with fluoropyrimidine, oxaliplatin, and irinotecan.9
-Patients with recurrent locally advanced or metastatic gastric or gastroesophageal junction adenocarcinoma whose tumors express PD-L1 (CPS >1) as determined by an FDA-approved test, with disease progression on or after two or more prior lines of therapy including fluoropyrimidine- and platinum-containing chemotherapy and if appropriate, HER2/neu-targeted therapy.9
","Refractory, relapsed Hodgkin Lymphoma",https://go.drugbank.com//indications/DBCOND0110731,DBCOND0110731,DBCOND0110731,"Refractory, relapsed Hodgkin Lymphoma",BLA125514
100,DB09037,Keytruda#Lambrolizumab#Pembrolizumab,Pembrolizumab,"Pembrolizumab is indicated for the treatment of:
-Patients with unresectable or metastatic melanoma.Label 
-As a single therapy, pembrolizumab is indicated for first-line treatment of patients with metastatic non-small cell lung cancer whose tumors have high PD-L1 expression [(Tumor Proportion Score (TPS) ≥50%)] as determined by an FDA-approved test, with no EGFR or ALK genomic tumor aberrations.9
-As a single therapy, pembrolizumab is indicated for first-line treatment of patients with metastatic non-small cell lung cancer whose tumors express PD-L1 (TPS ≥1%) as determined by an FDA-approved test, with disease progression on or after platinum-containing chemotherapy. Patients with EGFR or ALK genomic tumor aberrations should have disease progression on FDA-approved therapy for these aberrations prior to treatment.9 
The following indications present the status of accelerated approval based on tumor response rate and durability of the response and thus, the approval of this indications are contingent upon verification and description of clinical benefit in confirmatory trials. 
-Patients with recurrent or metastatic cervical cancer with disease progression on or after chemotherapy whose tumors express PD-L1 (CPS > 1) as determined by an FDA-approved test.7
-In combination with pemetrexed and carboplatin, is indicated for the first-line treatment of patients with metastatic nonsquamous non-small cell lung cancer.9
-Patients with recurrent or metastatic head and neck squamous cell carcinoma with disease progression on or after platinum-containing chemotherapy.9
-Treatment of adults and pediatric patients with refractory classical Hodgkin lymphoma or who have relapsed after 3 or more prior lines of therapy.9
-Treatment of adult and pediatric patients with refractory primary mediastinal large B-cell lymphoma or who have relapsed after 2 or more prior lines of therapy.9
-Treatment of patients with locally advanced or metastatic urothelial carcinoma who are not eligible for cisplatin-containing chemotherapy.9
-Patients with locally advanced or metastatic urothelial carcinoma who have disease progression during or following platinum-containing chemotherapy.9
-Treatment of adult and pediatric patients with unresectable or metastatic microsatellite instability-high or mismatch repair deficient with solid tumors that have progressed following previous treatment and colorectal cancer that has progressed following treatment with fluoropyrimidine, oxaliplatin, and irinotecan.9
-Patients with recurrent locally advanced or metastatic gastric or gastroesophageal junction adenocarcinoma whose tumors express PD-L1 (CPS >1) as determined by an FDA-approved test, with disease progression on or after two or more prior lines of therapy including fluoropyrimidine- and platinum-containing chemotherapy and if appropriate, HER2/neu-targeted therapy.9
","Refractory, relapsed Mediastinal Large B-cell Lymphoma",https://go.drugbank.com//indications/DBCOND0110733,DBCOND0110733,DBCOND0110733,"Refractory, relapsed Mediastinal Large B-cell Lymphoma",BLA125514
101,DB14707,Cemiplimab#Cemiplimab-rwlc#Libtayo,Cemiplimab,"This drug is a programmed death receptor-1 (PD-1) blocking antibody indicated for the treatment of patients with metastatic cutaneous squamous cell carcinoma (CSCC) or locally advanced CSCC who are not candidates for curative surgery or curative radiation Label,1.
",Metastatic cutaneous squamous cell carcinoma,https://go.drugbank.com//indications/DBCOND0017288,DBCOND0017288,DBCOND0017288,"Metastatic cutaneous squamous cell carcinoma#Metastatic squamous cell carcinoma#Squamous cell carcinoma, metastatic (morphologic abnormality)#Metastatic squamous cell carcinoma (disorder)#[M]Squamous cell carcinoma, metastatic NOS (morphologic abnormality)",BLA761097
102,DB14707,Cemiplimab#Cemiplimab-rwlc#Libtayo,Cemiplimab,"This drug is a programmed death receptor-1 (PD-1) blocking antibody indicated for the treatment of patients with metastatic cutaneous squamous cell carcinoma (CSCC) or locally advanced CSCC who are not candidates for curative surgery or curative radiation Label,1.
","Locally advanced cutaneous squamous cell carcinoma, and not a candidate for curative surgery or curative radiation",https://go.drugbank.com//indications/DBCOND0114420,DBCOND0114420,DBCOND0114420,"Locally advanced cutaneous squamous cell carcinoma, and not a candidate for curative surgery or curative radiation",BLA761097
103,DB08881,Vemurafenib#Vémurafénib#Vemurafenibum#Zelboraf,Vemurafenib,"Vemurafenib is approved since 2011 for the treatment of metastatic melanoma with a mutation on BRAF in the valine located in the exon 15 at codon 600, this mutation is denominated as V600E.3 The V600E mutation, a substitution of glutamic acid for valine, accounts for 54% of the cases of cutaneous melanoma.4
Vemurafenib approval was extended in 2017, for its use as a treatment of adult patients with Erdheim-Chester Disease whose cancer cells present BRAF V600 mutation.9 Erdheim-Chester disease is an extremely rare histiocyte cell disorder that affects large bones, large vessels, central nervous system, as well as, skin and lungs. It is reported an association of Erdheim-Chester disease and V600E mutation.5
",Metastatic Melanoma,https://go.drugbank.com//indications/DBCOND0030058,DBCOND0030058,DBCOND0030058,"Metastatic Melanoma#Metastatic Melanoma Stage IV#Metastatic Melanoma (MEL)#Malignant melanoma, metastatic (morphologic abnormality)#Metastatic malignant melanoma#Metastatic malignant melanoma (disorder)",NDA202429
104,DB08881,Vemurafenib#Vémurafénib#Vemurafenibum#Zelboraf,Vemurafenib,"Vemurafenib is approved since 2011 for the treatment of metastatic melanoma with a mutation on BRAF in the valine located in the exon 15 at codon 600, this mutation is denominated as V600E.3 The V600E mutation, a substitution of glutamic acid for valine, accounts for 54% of the cases of cutaneous melanoma.4
Vemurafenib approval was extended in 2017, for its use as a treatment of adult patients with Erdheim-Chester Disease whose cancer cells present BRAF V600 mutation.9 Erdheim-Chester disease is an extremely rare histiocyte cell disorder that affects large bones, large vessels, central nervous system, as well as, skin and lungs. It is reported an association of Erdheim-Chester disease and V600E mutation.5
",Unresectable Melanoma,https://go.drugbank.com//indications/DBCOND0047213,DBCOND0047213,DBCOND0047213,Unresectable Melanoma,NDA202429
105,DB08881,Vemurafenib#Vémurafénib#Vemurafenibum#Zelboraf,Vemurafenib,"Vemurafenib is approved since 2011 for the treatment of metastatic melanoma with a mutation on BRAF in the valine located in the exon 15 at codon 600, this mutation is denominated as V600E.3 The V600E mutation, a substitution of glutamic acid for valine, accounts for 54% of the cases of cutaneous melanoma.4
Vemurafenib approval was extended in 2017, for its use as a treatment of adult patients with Erdheim-Chester Disease whose cancer cells present BRAF V600 mutation.9 Erdheim-Chester disease is an extremely rare histiocyte cell disorder that affects large bones, large vessels, central nervous system, as well as, skin and lungs. It is reported an association of Erdheim-Chester disease and V600E mutation.5
",Refractory Erdheim-Chester disease,https://go.drugbank.com//indications/DBCOND0025673,DBCOND0025673,DBCOND0025673,Refractory Erdheim-Chester disease,NDA202429
106,DB08881,Vemurafenib#Vémurafénib#Vemurafenibum#Zelboraf,Vemurafenib,"Vemurafenib is approved since 2011 for the treatment of metastatic melanoma with a mutation on BRAF in the valine located in the exon 15 at codon 600, this mutation is denominated as V600E.3 The V600E mutation, a substitution of glutamic acid for valine, accounts for 54% of the cases of cutaneous melanoma.4
Vemurafenib approval was extended in 2017, for its use as a treatment of adult patients with Erdheim-Chester Disease whose cancer cells present BRAF V600 mutation.9 Erdheim-Chester disease is an extremely rare histiocyte cell disorder that affects large bones, large vessels, central nervous system, as well as, skin and lungs. It is reported an association of Erdheim-Chester disease and V600E mutation.5
",Refractory Non-small cell lung cancer,https://go.drugbank.com//indications/DBCOND0025672,DBCOND0025672,DBCOND0025672,Refractory Non-small cell lung cancer,NDA202429
107,DB15822,Gavreto#Pralsetinib,Pralsetinib,"Pralsetinib is indicated for the treatment of metastatic non-small cell lung cancer (NSCLC) in adult patients who are confirmed to possess a rearranged during transfection (RET) gene fusion, as determined by an FDA approved test.9
Pralsetinib is currently approved for this indication under an accelerated approval scheme and continued approval may be contingent on future confirmatory trials.9
",Metastatic RET-fusion Non Small Cell Lung Cancer,https://go.drugbank.com//indications/DBCOND0129285,DBCOND0129285,DBCOND0129285,Metastatic RET-fusion Non Small Cell Lung Cancer,NDA213721
108,DB00002,Cetuximabum#Cétuximab#Cetuximab#Erbitux,Cetuximab,"Cetuximab indicated for the treatment of locally or regionally advanced squamous cell carcinoma of the head and neck in combination with radiation therapy. It is indicated for treating a recurrent locoregional disease or metastatic squamous cell carcinoma of the head and neck in combination with platinum-based therapy with fluorouracil. It is indicated for recurrent or metastatic squamous cell carcinoma of the head and neck progressing after platinum-based therapy.12
Cetuximab is also indicated for K-Ras wild-type, EGFR-expressing, metastatic colorectal cancer as determined by an FDA-approved test in combination with FOLFIRI, a chemotherapy combination that includes leucovorin, fluorouracil, and irinotecan; in combination with irinotecan in patients who are refractory to irinotecan-based chemotherapy; or as monotherapy in patients who have failed oxaliplatin- and irinotecan-based chemotherapy or who are intolerant to irinotecan.12
Cetuximab is not indicated for the treatment of Ras-mutant colorectal cancer or when the results of the Ras mutation tests are unknown.12
",Locally Advanced Squamous Cell Carcinomas of the Head and Neck (SCCHN),https://go.drugbank.com//indications/DBCOND0039701,DBCOND0039701,DBCOND0039701,Locally Advanced Squamous Cell Carcinomas of the Head and Neck (SCCHN)#Locally Advanced Squamous Cell Carcinoma of the Head and Neck (SCCHN),BLA125084
109,DB00002,Cetuximabum#Cétuximab#Cetuximab#Erbitux,Cetuximab,"Cetuximab indicated for the treatment of locally or regionally advanced squamous cell carcinoma of the head and neck in combination with radiation therapy. It is indicated for treating a recurrent locoregional disease or metastatic squamous cell carcinoma of the head and neck in combination with platinum-based therapy with fluorouracil. It is indicated for recurrent or metastatic squamous cell carcinoma of the head and neck progressing after platinum-based therapy.12
Cetuximab is also indicated for K-Ras wild-type, EGFR-expressing, metastatic colorectal cancer as determined by an FDA-approved test in combination with FOLFIRI, a chemotherapy combination that includes leucovorin, fluorouracil, and irinotecan; in combination with irinotecan in patients who are refractory to irinotecan-based chemotherapy; or as monotherapy in patients who have failed oxaliplatin- and irinotecan-based chemotherapy or who are intolerant to irinotecan.12
Cetuximab is not indicated for the treatment of Ras-mutant colorectal cancer or when the results of the Ras mutation tests are unknown.12
",Metastatic Colorectal Cancer (MCRC),https://go.drugbank.com//indications/DBCOND0039029,DBCOND0039029,DBCOND0039029,"Metastatic Colorectal Cancer (MCRC)#Metastatic Colo-rectal Cancer#Metastatic Cancer Colorectal#Metastatic Colorectal Cancer#Colorectal Cancer Metastatic#Metastatic Colorectal Cancers#Cancer - Metastatic Colorectal#Colorectal Cancer, Metastatic#Secondary malignant neoplasm of colon and/or rectum (disorder)#Secondary malignant neoplasm of large intestine (disorder)",BLA125084
110,DB00002,Cetuximabum#Cétuximab#Cetuximab#Erbitux,Cetuximab,"Cetuximab indicated for the treatment of locally or regionally advanced squamous cell carcinoma of the head and neck in combination with radiation therapy. It is indicated for treating a recurrent locoregional disease or metastatic squamous cell carcinoma of the head and neck in combination with platinum-based therapy with fluorouracil. It is indicated for recurrent or metastatic squamous cell carcinoma of the head and neck progressing after platinum-based therapy.12
Cetuximab is also indicated for K-Ras wild-type, EGFR-expressing, metastatic colorectal cancer as determined by an FDA-approved test in combination with FOLFIRI, a chemotherapy combination that includes leucovorin, fluorouracil, and irinotecan; in combination with irinotecan in patients who are refractory to irinotecan-based chemotherapy; or as monotherapy in patients who have failed oxaliplatin- and irinotecan-based chemotherapy or who are intolerant to irinotecan.12
Cetuximab is not indicated for the treatment of Ras-mutant colorectal cancer or when the results of the Ras mutation tests are unknown.12
",Metastatic Squamous Cell Carcinoma of the Head and Neck,https://go.drugbank.com//indications/DBCOND0075353,DBCOND0075353,DBCOND0075353,Metastatic Squamous Cell Carcinoma of the Head and Neck#Head and Neck Cancer Metastatic#Metastatic Head and Neck Cancer,BLA125084
111,DB00002,Cetuximabum#Cétuximab#Cetuximab#Erbitux,Cetuximab,"Cetuximab indicated for the treatment of locally or regionally advanced squamous cell carcinoma of the head and neck in combination with radiation therapy. It is indicated for treating a recurrent locoregional disease or metastatic squamous cell carcinoma of the head and neck in combination with platinum-based therapy with fluorouracil. It is indicated for recurrent or metastatic squamous cell carcinoma of the head and neck progressing after platinum-based therapy.12
Cetuximab is also indicated for K-Ras wild-type, EGFR-expressing, metastatic colorectal cancer as determined by an FDA-approved test in combination with FOLFIRI, a chemotherapy combination that includes leucovorin, fluorouracil, and irinotecan; in combination with irinotecan in patients who are refractory to irinotecan-based chemotherapy; or as monotherapy in patients who have failed oxaliplatin- and irinotecan-based chemotherapy or who are intolerant to irinotecan.12
Cetuximab is not indicated for the treatment of Ras-mutant colorectal cancer or when the results of the Ras mutation tests are unknown.12
",Recurrent Squamous Cell Carcinoma of the Head or Neck,https://go.drugbank.com//indications/DBCOND0113647,DBCOND0113647,DBCOND0113647,Recurrent Squamous Cell Carcinoma of the Head or Neck,BLA125084
112,DB00002,Cetuximabum#Cétuximab#Cetuximab#Erbitux,Cetuximab,"Cetuximab indicated for the treatment of locally or regionally advanced squamous cell carcinoma of the head and neck in combination with radiation therapy. It is indicated for treating a recurrent locoregional disease or metastatic squamous cell carcinoma of the head and neck in combination with platinum-based therapy with fluorouracil. It is indicated for recurrent or metastatic squamous cell carcinoma of the head and neck progressing after platinum-based therapy.12
Cetuximab is also indicated for K-Ras wild-type, EGFR-expressing, metastatic colorectal cancer as determined by an FDA-approved test in combination with FOLFIRI, a chemotherapy combination that includes leucovorin, fluorouracil, and irinotecan; in combination with irinotecan in patients who are refractory to irinotecan-based chemotherapy; or as monotherapy in patients who have failed oxaliplatin- and irinotecan-based chemotherapy or who are intolerant to irinotecan.12
Cetuximab is not indicated for the treatment of Ras-mutant colorectal cancer or when the results of the Ras mutation tests are unknown.12
",Regionally Advanced Squamous Cell Carcinoma of the Head and Neck,https://go.drugbank.com//indications/DBCOND0136417,DBCOND0136417,DBCOND0136417,Regionally Advanced Squamous Cell Carcinoma of the Head and Neck,BLA125084
113,DB04868,Nilotinib#Nilotinibum#Tasigna,Nilotinib,"For the potential treatment of various leukemias, including chronic myeloid leukemia (CML).
","Myeloid Leukemia, Chronic, Chronic Phase",https://go.drugbank.com//indications/DBCOND0054521,DBCOND0054521,DBCOND0054521,"Myeloid Leukemia, Chronic, Chronic Phase#Chronic Phase-Chronic Myeloid Leukemia#Chronic Myeloid Leukemia - Chronic Phase#Chronic Myeloid Leukemia, Chronic Phase#Chronic Phase Chronic Myeloid Leukemia#Myeloid Leukemia, Chronic, Chronic-Phase#Leukemia, Myeloid, Chronic Phase#Leukemia, Myeloid, Chronic-Phase#Chronic phase chronic myeloid leukemia (disorder)#Chronic phase chronic myeloid leukaemia#Chronic myelogenous leukemia, Philadelphia chromosome (Ph1) positive#Myeloid leukemia, chronic#Chronic myeloid leukemia, disease (disorder)#Chronic myelogenous leukemia, no ICD-O subtype (morphologic abnormality)#Chronic myeloid leukaemia#Chronic myeloid leukemia#CML#Chronic myelogenous leukaemia#Chronic myelocytic leukaemia#Leukemia myelocytic chronic#Chronic myelogenous leukemia#Leukaemia myelocytic chronic#Chronic granulocytic leukemia#Leukaemias chronic myeloid#Chronic myelocytic leukemia#Chronic granulocytic leukaemia#Myeloid leukaemia, chronic#Chronic myeloid leukemia NOS (disorder)",NDA022068
114,DB04868,Nilotinib#Nilotinibum#Tasigna,Nilotinib,"For the potential treatment of various leukemias, including chronic myeloid leukemia (CML).
",Refractory Gastrointestinal stromal tumor,https://go.drugbank.com//indications/DBCOND0023195,DBCOND0023195,DBCOND0023195,Refractory Gastrointestinal stromal tumor,NDA022068
115,DB04868,Nilotinib#Nilotinibum#Tasigna,Nilotinib,"For the potential treatment of various leukemias, including chronic myeloid leukemia (CML).
","Refractory, accelerated phase Chronic myeloid leukemia",https://go.drugbank.com//indications/DBCOND0021942,DBCOND0021942,DBCOND0021942,"Refractory, accelerated phase Chronic myeloid leukemia",NDA022068
116,DB15627,"Jemperli#Immunoglobulin G4, anti-programmed cell death protein 1 (PDCD1) (humanized clone ABT1 gamma4-chain), disulfide with humanized clone ABT1 kappa-chain, dimer#dostarlimab-gxly#Dostarlimab",Dostarlimab,"Dostarlimab-gxly is indicated for the treatment of adult patients with mismatch repair deficient (dMMR) recurrent or advanced endometrial cancer that has progressed despite ongoing or prior treatment with a platinum-containing chemotherapy regimen.5
",Advanced Mismatch Repair-deficient (dMMR) Endometrial Cancer,https://go.drugbank.com//indications/DBCOND0138846,DBCOND0138846,DBCOND0138846,Advanced Mismatch Repair-deficient (dMMR) Endometrial Cancer,BLA761174
117,DB15627,"Jemperli#Immunoglobulin G4, anti-programmed cell death protein 1 (PDCD1) (humanized clone ABT1 gamma4-chain), disulfide with humanized clone ABT1 kappa-chain, dimer#dostarlimab-gxly#Dostarlimab",Dostarlimab,"Dostarlimab-gxly is indicated for the treatment of adult patients with mismatch repair deficient (dMMR) recurrent or advanced endometrial cancer that has progressed despite ongoing or prior treatment with a platinum-containing chemotherapy regimen.5
",Recurrent Mismatch Repair-deficient (dMMR) Endometrial Cancer,https://go.drugbank.com//indications/DBCOND0138845,DBCOND0138845,DBCOND0138845,Recurrent Mismatch Repair-deficient (dMMR) Endometrial Cancer,BLA761174
118,DB15569,Kras G12C inhibitor 9#Sotorasib#Lumakras,Sotorasib,"Sotorasib is indicated in the treatment of adults with KRAS G12C mutant non small cell lung cancer.6
",Locally Advanced Non-Small Cell Lung Cancer,https://go.drugbank.com//indications/DBCOND0039376,DBCOND0039376,DBCOND0039376,"Locally Advanced Non-Small Cell Lung Cancer#Nonsmall Cell Lung Cancer Stage III#Non-Small Cell Lung Cancer (Stage III)#Non Small Cell Lung Cancer Stage III#Stage III Non-small-Cell Lung Cancer#Non Small Cell Lung Cancer (Stage III)#Stage III Non-Small Cell Lung Cancer#Non-small Cell Lung Cancer, Stage III#NSCLC, Stage III#Stage III NSCLC#Non-small Cell Lung Cancer Stage III#Stage 3 Non-small cell lung cancer#Locally advanced Non small cell lung cancer#Locally Advanced Non Small Cell Lung Cancer (NSCLC)*#Locally Advanced NSCLC#Lung cancer non-small cell stage III",NDA214665
119,DB15569,Kras G12C inhibitor 9#Sotorasib#Lumakras,Sotorasib,"Sotorasib is indicated in the treatment of adults with KRAS G12C mutant non small cell lung cancer.6
",Metastatic Non-Small Cell Lung Cancer,https://go.drugbank.com//indications/DBCOND0043377,DBCOND0043377,DBCOND0043377,Metastatic Non-Small Cell Lung Cancer#Metastatic Nonsmall Cell Lung Cancer#Metastatic NSCLC#Metastatic Non-Small Cell Lung Carcinoma#Metastatic Non-small Cell Lung Cancer (NSCLC)#Metastatic Non Small Cell Lung Cancer#Metastatic Non-Small-Cell Lung Cancer#Non-small cell lung cancer metastatic#Metastatic non-small cell lung cancer (disorder)#Lung cancer non-small cell stage IV#Non-small cell lung cancer stage IV,NDA214665
120,DB12332,Rubraca#Rucaparib,Rucaparib,"Indicated as monotherapy for the treatment of patients with deleterious BRCA mutation (germline and/or somatic) associated advanced ovarian cancer who have been treated with two or more chemotherapies. Select patients for therapy based on an FDA-approved companion diagnostic for rucaparib.
",Advanced Ovarian Cancer,https://go.drugbank.com//indications/DBCOND0037926,DBCOND0037926,DBCOND0037926,Advanced Ovarian Cancer#Ovarian Cancer Stage IV#Stage IV Ovarian Cancer#Ovarian cancer metastatic#Ovarian epithelial cancer stage IV#Ovarian epithelial cancer metastatic,NDA209115
121,DB11581,"Venetoclax#[""4-{4-[(4-chloro-5,5-dimethyl[3,4,5,6-tetrahydro[1,1-biphenyl]]-2-yl)methyl]piperazin-1-yl}-N-(3-nitro-4-{[(oxan-4-yl)methyl]amino}benzene-1-sulfonyl)-2-[(1H-pyrrolo[2,3-b]pyridin-5-yl)oxy]benzamide"", Venetoclax#Venclexta",Venetoclax,"A BCL-2 inhibitor indicated for the treatment of patients with chronic lymphocytic leukemia (CLL) or small lymphocytic lymphoma (SLL), with or without 17p deletion, who have received at least one prior therapy Label.
",Leukemia Chronic Lymphocytic Leukemia (CLL),https://go.drugbank.com//indications/DBCOND0032541,DBCOND0032541,DBCOND0032541,"Leukemia Chronic Lymphocytic Leukemia (CLL)#Leukaemias chronic lymphocytic#Leukemia, Chronic Lymphocytic#Chronic Lymphocytic Leukaemia (CLL)#Chronic Lymphocytic Leukemia#Chronic Lymphoid Leukaemia#CLL (Chronic Lymphocytic Leukemia)#Chronic Lymphocytic Leukemias#Leukemia, Chronic Lymphatic#Chronic Lymphocytic Leukaemia#CLL#Chronic Lymphatic Leukemia#Chronic Lymphocytic Leukemia (CLL)#Chronic Leukemia, Lymphocytic#Leukemia, Lymphocytic, Chronic#Lymphocytic Leukemia, Chronic#Chronic Lymphoid Leukemia#Leukaemia, Lymphocytic, Chronic#Leukemia lymphocytic chronic#B-cell chronic lymphocytic leukemia (disorder)#Lymphoid leukaemia, chronic#Chronic lymphoid leukemia, disease (disorder)#Lymphoid leukemia, chronic#Chronic lymphatic leukaemia#Leukaemia lymphocytic chronic#Chronic lymphocytic leukaemia NOS#Chronic lymphocytic leukemia, morphology (morphologic abnormality)#Leukemia, Lymphocytic, Chronic, B-Cell#Lymphoplasmacytic leukemia#[M]Chronic lymphoid leukaemia#Chronic lymphocytic leukemia of B-cell type with failed remission",NDA208573
122,DB11581,"Venetoclax#[""4-{4-[(4-chloro-5,5-dimethyl[3,4,5,6-tetrahydro[1,1-biphenyl]]-2-yl)methyl]piperazin-1-yl}-N-(3-nitro-4-{[(oxan-4-yl)methyl]amino}benzene-1-sulfonyl)-2-[(1H-pyrrolo[2,3-b]pyridin-5-yl)oxy]benzamide"", Venetoclax#Venclexta",Venetoclax,"A BCL-2 inhibitor indicated for the treatment of patients with chronic lymphocytic leukemia (CLL) or small lymphocytic lymphoma (SLL), with or without 17p deletion, who have received at least one prior therapy Label.
",Small Lymphocytic Lymphoma,https://go.drugbank.com//indications/DBCOND0023538,DBCOND0023538,DBCOND0023538,"Small Lymphocytic Lymphoma#SLL (Small Lymphocytic Lymphoma)#SLL#Small Lymphocytic Lymphoma (SLL)#Lymphoma, Small Lymphocytic",NDA208573
123,DB05773,Kadcyla#Ado-trastuzumab#Trastuzumab-DM1#Trastuzumab-MCC-DM1#Ado-trastuzumab emtansine#Trastuzumab emtansine#T-DM1,Trastuzumab emtansine,"Used in HER2-positive, metastatic breast cancer patients who have already used taxane and/or trastuzumab for metastatic disease or had their cancer recur within 6 months of adjuvant treatment.
","Refractory, metastatic Non small cell lung cancer",https://go.drugbank.com//indications/DBCOND0025490,DBCOND0025490,DBCOND0025490,"Refractory, metastatic Non small cell lung cancer#Refractory, metastatic non small-cell lung cancer#Refractory, metastatic Non-small cell lung cancer",BLA125427
124,DB11791,Capmatinib#Tabrecta,Capmatinib,"Capmatinib is indicated for the treatment of adult patients with metastatic non-small cell lung cancer (NSCLC) whose tumors have a mutation that leads to mesenchymal-epithelial transition (MET) exon 14 skipping as detected by an FDA-approved test.3
",Metastatic Non-Small Cell Lung Cancer,https://go.drugbank.com//indications/DBCOND0043377,DBCOND0043377,DBCOND0043377,Metastatic Non-Small Cell Lung Cancer#Metastatic Nonsmall Cell Lung Cancer#Metastatic NSCLC#Metastatic Non-Small Cell Lung Carcinoma#Metastatic Non-small Cell Lung Cancer (NSCLC)#Metastatic Non Small Cell Lung Cancer#Metastatic Non-Small-Cell Lung Cancer#Non-small cell lung cancer metastatic#Metastatic non-small cell lung cancer (disorder)#Lung cancer non-small cell stage IV#Non-small cell lung cancer stage IV,NDA213591
